StartTime,EndTime,AreaID,UnitName,Load
2021-01-03T13:00+00:00Z,2021-01-03T14:00+00:00Z,10YSE-1--------K,MAW,19188
2021-01-03T14:00+00:00Z,2021-01-03T15:00+00:00Z,10YSE-1--------K,MAW,20055
2021-01-03T15:00+00:00Z,2021-01-03T16:00+00:00Z,10YSE-1--------K,MAW,20334
2021-01-03T16:00+00:00Z,2021-01-03T17:00+00:00Z,10YSE-1--------K,MAW,19968
2021-01-03T17:00+00:00Z,2021-01-03T18:00+00:00Z,10YSE-1--------K,MAW,19481
2021-01-03T18:00+00:00Z,2021-01-03T19:00+00:00Z,10YSE-1--------K,MAW,19221
2021-01-03T19:00+00:00Z,2021-01-03T20:00+00:00Z,10YSE-1--------K,MAW,18613
2021-01-03T20:00+00:00Z,2021-01-03T21:00+00:00Z,10YSE-1--------K,MAW,17690
2021-01-03T21:00+00:00Z,2021-01-03T22:00+00:00Z,10YSE-1--------K,MAW,17036
2021-01-03T22:00+00:00Z,2021-01-03T23:00+00:00Z,10YSE-1--------K,MAW,16575
2021-01-03T23:00+00:00Z,2021-01-04T00:00+00:00Z,10YSE-1--------K,MAW,16518
2021-01-04T00:00+00:00Z,2021-01-04T01:00+00:00Z,10YSE-1--------K,MAW,16475
2021-01-04T01:00+00:00Z,2021-01-04T02:00+00:00Z,10YSE-1--------K,MAW,16549
2021-01-04T02:00+00:00Z,2021-01-04T03:00+00:00Z,10YSE-1--------K,MAW,16863
2021-01-04T03:00+00:00Z,2021-01-04T04:00+00:00Z,10YSE-1--------K,MAW,17602
2021-01-04T04:00+00:00Z,2021-01-04T05:00+00:00Z,10YSE-1--------K,MAW,19082
2021-01-04T05:00+00:00Z,2021-01-04T06:00+00:00Z,10YSE-1--------K,MAW,20460
2021-01-04T06:00+00:00Z,2021-01-04T07:00+00:00Z,10YSE-1--------K,MAW,21268
2021-01-04T07:00+00:00Z,2021-01-04T08:00+00:00Z,10YSE-1--------K,MAW,21380
2021-01-04T08:00+00:00Z,2021-01-04T09:00+00:00Z,10YSE-1--------K,MAW,21685
2021-01-04T09:00+00:00Z,2021-01-04T10:00+00:00Z,10YSE-1--------K,MAW,21953
2021-01-04T10:00+00:00Z,2021-01-04T11:00+00:00Z,10YSE-1--------K,MAW,21973
2021-01-04T11:00+00:00Z,2021-01-04T12:00+00:00Z,10YSE-1--------K,MAW,21976
2021-01-04T12:00+00:00Z,2021-01-04T13:00+00:00Z,10YSE-1--------K,MAW,22151
2021-01-04T13:00+00:00Z,2021-01-04T14:00+00:00Z,10YSE-1--------K,MAW,22409
2021-01-04T14:00+00:00Z,2021-01-04T15:00+00:00Z,10YSE-1--------K,MAW,22590
2021-01-04T15:00+00:00Z,2021-01-04T16:00+00:00Z,10YSE-1--------K,MAW,22843
2021-01-04T16:00+00:00Z,2021-01-04T17:00+00:00Z,10YSE-1--------K,MAW,22289
2021-01-04T17:00+00:00Z,2021-01-04T18:00+00:00Z,10YSE-1--------K,MAW,21810
2021-01-04T18:00+00:00Z,2021-01-04T19:00+00:00Z,10YSE-1--------K,MAW,20801
2021-01-04T19:00+00:00Z,2021-01-04T20:00+00:00Z,10YSE-1--------K,MAW,19939
2021-01-04T20:00+00:00Z,2021-01-04T21:00+00:00Z,10YSE-1--------K,MAW,19036
2021-01-04T21:00+00:00Z,2021-01-04T22:00+00:00Z,10YSE-1--------K,MAW,18145
2021-01-04T22:00+00:00Z,2021-01-04T23:00+00:00Z,10YSE-1--------K,MAW,17525
2021-01-04T23:00+00:00Z,2021-01-05T00:00+00:00Z,10YSE-1--------K,MAW,17212
2021-01-05T00:00+00:00Z,2021-01-05T01:00+00:00Z,10YSE-1--------K,MAW,17087
2021-01-05T01:00+00:00Z,2021-01-05T02:00+00:00Z,10YSE-1--------K,MAW,17168
2021-01-05T02:00+00:00Z,2021-01-05T03:00+00:00Z,10YSE-1--------K,MAW,17385
2021-01-05T03:00+00:00Z,2021-01-05T04:00+00:00Z,10YSE-1--------K,MAW,18068
2021-01-05T04:00+00:00Z,2021-01-05T05:00+00:00Z,10YSE-1--------K,MAW,19536
2021-01-05T05:00+00:00Z,2021-01-05T06:00+00:00Z,10YSE-1--------K,MAW,20764
2021-01-05T06:00+00:00Z,2021-01-05T07:00+00:00Z,10YSE-1--------K,MAW,21531
2021-01-05T07:00+00:00Z,2021-01-05T08:00+00:00Z,10YSE-1--------K,MAW,21735
2021-01-05T08:00+00:00Z,2021-01-05T09:00+00:00Z,10YSE-1--------K,MAW,22076
2021-01-05T09:00+00:00Z,2021-01-05T10:00+00:00Z,10YSE-1--------K,MAW,22018
2021-01-05T10:00+00:00Z,2021-01-05T11:00+00:00Z,10YSE-1--------K,MAW,21943
2021-01-05T11:00+00:00Z,2021-01-05T12:00+00:00Z,10YSE-1--------K,MAW,21954
2021-01-05T12:00+00:00Z,2021-01-05T13:00+00:00Z,10YSE-1--------K,MAW,21991
2021-01-05T13:00+00:00Z,2021-01-05T14:00+00:00Z,10YSE-1--------K,MAW,22221
2021-01-05T14:00+00:00Z,2021-01-05T15:00+00:00Z,10YSE-1--------K,MAW,22680
2021-01-05T15:00+00:00Z,2021-01-05T16:00+00:00Z,10YSE-1--------K,MAW,22820
2021-01-05T16:00+00:00Z,2021-01-05T17:00+00:00Z,10YSE-1--------K,MAW,22318
2021-01-05T17:00+00:00Z,2021-01-05T18:00+00:00Z,10YSE-1--------K,MAW,21694
2021-01-05T18:00+00:00Z,2021-01-05T19:00+00:00Z,10YSE-1--------K,MAW,21272
2021-01-05T19:00+00:00Z,2021-01-05T20:00+00:00Z,10YSE-1--------K,MAW,20389
2021-01-05T20:00+00:00Z,2021-01-05T21:00+00:00Z,10YSE-1--------K,MAW,19396
