StartTime,EndTime,AreaID,UnitName,PsrType,quantity
2020-12-31T23:00+00:00Z,2021-01-01T00:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2581
2021-01-01T00:00+00:00Z,2021-01-01T01:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2454
2021-01-01T01:00+00:00Z,2021-01-01T02:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2363
2021-01-01T02:00+00:00Z,2021-01-01T03:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2381
2021-01-01T03:00+00:00Z,2021-01-01T04:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2445
2021-01-01T04:00+00:00Z,2021-01-01T05:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2497
2021-01-01T05:00+00:00Z,2021-01-01T06:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2566
2021-01-01T06:00+00:00Z,2021-01-01T07:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3175
2021-01-01T07:00+00:00Z,2021-01-01T08:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3280
2021-01-01T08:00+00:00Z,2021-01-01T09:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3142
2021-01-01T09:00+00:00Z,2021-01-01T10:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3129
2021-01-01T10:00+00:00Z,2021-01-01T11:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3500
2021-01-01T11:00+00:00Z,2021-01-01T12:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3208
2021-01-01T12:00+00:00Z,2021-01-01T13:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2864
2021-01-01T13:00+00:00Z,2021-01-01T14:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3104
2021-01-01T14:00+00:00Z,2021-01-01T15:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3592
2021-01-01T15:00+00:00Z,2021-01-01T16:00+00:00Z,10YIT-GRTN-----B,MAW,B11,4374
2021-01-01T16:00+00:00Z,2021-01-01T17:00+00:00Z,10YIT-GRTN-----B,MAW,B11,4538
2021-01-01T17:00+00:00Z,2021-01-01T18:00+00:00Z,10YIT-GRTN-----B,MAW,B11,4420
2021-01-01T18:00+00:00Z,2021-01-01T19:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3800
2021-01-01T19:00+00:00Z,2021-01-01T20:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3536
2021-01-01T20:00+00:00Z,2021-01-01T21:00+00:00Z,10YIT-GRTN-----B,MAW,B11,3208
2021-01-01T21:00+00:00Z,2021-01-01T22:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2826
2021-01-01T22:00+00:00Z,2021-01-01T23:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2601
2021-01-01T23:00+00:00Z,2021-01-02T00:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2476
2021-01-02T00:00+00:00Z,2021-01-02T01:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2412
2021-01-02T01:00+00:00Z,2021-01-02T02:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2425
2021-01-02T02:00+00:00Z,2021-01-02T03:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2428
2021-01-02T03:00+00:00Z,2021-01-02T04:00+00:00Z,10YIT-GRTN-----B,MAW,B11,2469
